ds,category,sub_category,y
2016-05-12,Office Supplies,Art,11
2016-05-12,Office Supplies,Envelopes,55
2016-05-12,Office Supplies,Storage,82
2016-05-12,Technology,Accessories,120
2016-05-12,Technology,Phones,632
2016-05-14,Furniture,Furnishings,109
2016-05-14,Office Supplies,Art,5
2016-05-14,Office Supplies,Binders,81
2016-05-14,Office Supplies,Paper,31
2016-05-14,Technology,Accessories,186
2016-05-14,Technology,Phones,44
2016-05-15,Office Supplies,Art,100
2016-05-15,Office Supplies,Binders,534
2016-05-15,Office Supplies,Paper,15
2016-05-16,Furniture,Furnishings,283
2016-05-16,Office Supplies,Labels,28
2016-05-16,Office Supplies,Paper,17
2016-05-16,Office Supplies,Storage,553
2016-05-17,Furniture,Furnishings,196
2016-05-17,Office Supplies,Binders,33
2016-05-17,Office Supplies,Fasteners,8
2016-05-17,Office Supplies,Labels,15
2016-05-17,Office Supplies,Paper,31
2016-05-17,Office Supplies,Supplies,65
2016-05-18,Office Supplies,Paper,18
2016-05-18,Office Supplies,Storage,104
2016-05-19,Furniture,Chairs,642
2016-05-19,Furniture,Furnishings,76
2016-05-19,Office Supplies,Appliances,331
2016-05-19,Office Supplies,Art,21
2016-05-19,Office Supplies,Binders,58
2016-05-19,Office Supplies,Storage,455
2016-05-20,Furniture,Furnishings,1049
2016-05-20,Office Supplies,Binders,59
2016-05-20,Technology,Phones,1364
2016-05-21,Office Supplies,Binders,6
2016-05-21,Office Supplies,Paper,195
2016-05-21,Technology,Accessories,66
2016-05-21,Technology,Machines,2396
2016-05-21,Technology,Phones,55
2016-05-22,Furniture,Tables,174
2016-05-22,Office Supplies,Appliances,663
2016-05-22,Office Supplies,Envelopes,27
2016-05-22,Office Supplies,Labels,15
2016-05-22,Technology,Accessories,95
2016-05-22,Technology,Phones,825
2016-05-23,Furniture,Furnishings,37
2016-05-23,Office Supplies,Binders,6
2016-05-23,Office Supplies,Paper,15
2016-05-23,Technology,Copiers,8400
2016-05-23,Technology,Phones,2102
2016-05-24,Office Supplies,Art,17
2016-05-24,Office Supplies,Paper,192
2016-05-24,Office Supplies,Supplies,70
2016-05-25,Furniture,Furnishings,25
2016-05-25,Office Supplies,Paper,19
2016-05-25,Office Supplies,Storage,1268
2016-05-26,Furniture,Chairs,873
2016-05-26,Furniture,Furnishings,68
2016-05-26,Office Supplies,Appliances,35
2016-05-26,Office Supplies,Art,2
2016-05-26,Office Supplies,Binders,10
2016-05-26,Office Supplies,Fasteners,6
2016-05-26,Office Supplies,Paper,101
2016-05-26,Office Supplies,Storage,185
2016-05-26,Technology,Accessories,112
2016-05-26,Technology,Machines,372
2016-05-26,Technology,Phones,211
2016-05-27,Furniture,Chairs,3505
2016-05-27,Furniture,Furnishings,31
2016-05-27,Office Supplies,Paper,472
2016-05-27,Office Supplies,Storage,1297
2016-05-28,Furniture,Chairs,390
2016-05-28,Office Supplies,Appliances,262
2016-05-28,Office Supplies,Art,186
2016-05-28,Office Supplies,Binders,23
2016-05-28,Office Supplies,Paper,245
2016-05-28,Office Supplies,Supplies,55
2016-05-28,Technology,Accessories,132
2016-05-28,Technology,Machines,558
2016-05-28,Technology,Phones,286
2016-05-29,Furniture,Furnishings,45
2016-05-29,Office Supplies,Art,4
2016-05-29,Office Supplies,Binders,34
2016-05-29,Technology,Phones,980
2016-05-30,Furniture,Chairs,802
2016-05-30,Furniture,Furnishings,215
2016-05-30,Furniture,Tables,2276
2016-05-30,Office Supplies,Appliances,489
2016-05-30,Office Supplies,Art,21
2016-05-30,Office Supplies,Binders,43
2016-05-30,Office Supplies,Envelopes,27
2016-05-30,Office Supplies,Labels,62
2016-05-30,Office Supplies,Paper,746
2016-05-30,Office Supplies,Storage,50
2016-05-30,Technology,Accessories,2316
2016-05-30,Technology,Copiers,840
2016-05-30,Technology,Phones,206
2016-05-31,Furniture,Chairs,191
2016-05-31,Furniture,Furnishings,32
2016-05-31,Office Supplies,Binders,7
2016-05-31,Office Supplies,Paper,28
2016-05-31,Technology,Phones,180
2016-06-02,Office Supplies,Binders,63
2016-06-02,Office Supplies,Paper,30
2016-06-02,Office Supplies,Storage,65
2016-06-03,Furniture,Tables,71
2016-06-04,Furniture,Bookcases,137
2016-06-04,Furniture,Furnishings,497
2016-06-04,Furniture,Tables,177
2016-06-04,Office Supplies,Art,7
2016-06-04,Office Supplies,Paper,117
2016-06-04,Technology,Machines,1350
2016-06-04,Technology,Phones,32
2016-06-05,Office Supplies,Appliances,58
2016-06-05,Office Supplies,Art,11
2016-06-05,Office Supplies,Binders,22
2016-06-05,Office Supplies,Labels,23
2016-06-05,Office Supplies,Storage,485
2016-06-05,Office Supplies,Supplies,61
2016-06-06,Furniture,Furnishings,549
2016-06-06,Office Supplies,Binders,76
2016-06-06,Office Supplies,Labels,22
2016-06-06,Office Supplies,Paper,279
2016-06-06,Office Supplies,Storage,714
2016-06-06,Technology,Accessories,557
2016-06-06,Technology,Phones,3830
2016-06-07,Office Supplies,Binders,5
2016-06-07,Office Supplies,Fasteners,10
2016-06-07,Office Supplies,Paper,37
2016-06-09,Furniture,Chairs,122
2016-06-09,Furniture,Tables,693
2016-06-09,Technology,Machines,696
2016-06-09,Technology,Phones,177
2016-06-10,Furniture,Tables,1336
2016-06-10,Office Supplies,Labels,45
2016-06-10,Office Supplies,Paper,32
2016-06-11,Furniture,Furnishings,13
2016-06-11,Furniture,Tables,903
2016-06-11,Office Supplies,Binders,63
2016-06-11,Office Supplies,Labels,15
2016-06-11,Technology,Accessories,630
2016-06-12,Furniture,Chairs,379
2016-06-12,Furniture,Furnishings,54
2016-06-12,Office Supplies,Appliances,325
2016-06-12,Office Supplies,Art,11
2016-06-12,Office Supplies,Binders,50
2016-06-12,Office Supplies,Envelopes,115
2016-06-12,Office Supplies,Labels,15
2016-06-12,Office Supplies,Paper,644
2016-06-12,Office Supplies,Storage,295
2016-06-12,Technology,Machines,1008
2016-06-12,Technology,Phones,68
2016-06-13,Office Supplies,Binders,34
2016-06-13,Office Supplies,Labels,19
2016-06-13,Technology,Phones,378
2016-06-14,Furniture,Bookcases,599
2016-06-14,Furniture,Furnishings,9
2016-06-14,Furniture,Tables,2745
2016-06-14,Office Supplies,Art,16
2016-06-14,Office Supplies,Binders,40
2016-06-14,Technology,Accessories,47
2016-06-15,Office Supplies,Paper,173
2016-06-16,Office Supplies,Labels,9
2016-06-16,Office Supplies,Paper,46
2016-06-16,Technology,Machines,91
2016-06-17,Furniture,Bookcases,240
2016-06-17,Furniture,Chairs,802
2016-06-17,Furniture,Furnishings,266
2016-06-17,Furniture,Tables,377
2016-06-17,Office Supplies,Art,12
2016-06-17,Office Supplies,Binders,56
2016-06-17,Office Supplies,Labels,22
2016-06-17,Office Supplies,Paper,379
2016-06-17,Office Supplies,Storage,250
2016-06-17,Technology,Accessories,30
2016-06-17,Technology,Phones,567
2016-06-18,Office Supplies,Appliances,454
2016-06-18,Office Supplies,Binders,5
2016-06-18,Office Supplies,Paper,84
2016-06-19,Office Supplies,Paper,17
2016-06-20,Furniture,Chairs,162
2016-06-20,Furniture,Furnishings,58
2016-06-20,Office Supplies,Appliances,470
2016-06-20,Office Supplies,Art,5
2016-06-20,Office Supplies,Binders,48
2016-06-20,Office Supplies,Paper,157
2016-06-20,Office Supplies,Storage,162
2016-06-20,Technology,Accessories,148
2016-06-20,Technology,Phones,22
2016-06-21,Furniture,Bookcases,354
2016-06-21,Office Supplies,Binders,1059
2016-06-23,Office Supplies,Fasteners,4
2016-06-23,Office Supplies,Labels,188
2016-06-23,Office Supplies,Paper,167
2016-06-23,Office Supplies,Storage,419
2016-06-23,Office Supplies,Supplies,835
2016-06-23,Technology,Phones,862
2016-06-24,Office Supplies,Appliances,250
2016-06-24,Office Supplies,Paper,105
2016-06-24,Technology,Machines,4477
2016-06-24,Technology,Phones,479
2016-06-25,Furniture,Chairs,507
2016-06-25,Furniture,Furnishings,33
2016-06-25,Office Supplies,Appliances,61
2016-06-25,Office Supplies,Binders,38
2016-06-25,Office Supplies,Storage,254
2016-06-26,Furniture,Furnishings,60
2016-06-26,Office Supplies,Art,20
2016-06-26,Office Supplies,Binders,8
2016-06-26,Office Supplies,Fasteners,18
2016-06-26,Office Supplies,Paper,381
2016-06-26,Office Supplies,Storage,890
2016-06-26,Office Supplies,Supplies,232
2016-06-26,Technology,Accessories,175
2016-06-26,Technology,Phones,136
2016-06-27,Furniture,Chairs,540
2016-06-27,Office Supplies,Paper,37
2016-06-27,Technology,Phones,202
2016-06-28,Furniture,Chairs,122
2016-06-28,Office Supplies,Appliances,284
2016-06-28,Office Supplies,Binders,50
2016-06-28,Office Supplies,Paper,62
2016-06-28,Technology,Phones,360
2016-06-29,Office Supplies,Storage,192
2016-06-30,Furniture,Bookcases,1267
2016-06-30,Office Supplies,Art,36
2016-06-30,Technology,Accessories,50
2016-07-01,Office Supplies,Binders,74
2016-07-01,Office Supplies,Labels,31
2016-07-01,Office Supplies,Paper,88
2016-07-01,Technology,Accessories,31
2016-07-01,Technology,Copiers,1500
2016-07-02,Furniture,Chairs,723
2016-07-02,Office Supplies,Art,8
2016-07-02,Office Supplies,Paper,41
2016-07-03,Office Supplies,Appliances,707
2016-07-03,Office Supplies,Fasteners,4
2016-07-03,Office Supplies,Paper,137
2016-07-04,Furniture,Bookcases,1279
2016-07-04,Furniture,Furnishings,50
2016-07-04,Office Supplies,Envelopes,44
2016-07-04,Office Supplies,Storage,28
2016-07-04,Technology,Phones,249
2016-07-07,Furniture,Chairs,541
2016-07-07,Furniture,Furnishings,276
2016-07-07,Office Supplies,Art,46
2016-07-07,Office Supplies,Binders,15
2016-07-07,Office Supplies,Fasteners,3
2016-07-07,Office Supplies,Labels,10
2016-07-07,Office Supplies,Paper,86
2016-07-07,Office Supplies,Supplies,46
2016-07-07,Technology,Copiers,2800
2016-07-07,Technology,Phones,60
2016-07-08,Furniture,Chairs,663
2016-07-08,Office Supplies,Art,48
2016-07-08,Office Supplies,Binders,48
2016-07-08,Office Supplies,Paper,29
2016-07-08,Office Supplies,Storage,33
2016-07-08,Technology,Phones,1796
2016-07-09,Furniture,Chairs,408
2016-07-09,Furniture,Furnishings,165
2016-07-10,Office Supplies,Art,154
2016-07-10,Office Supplies,Binders,45
2016-07-10,Office Supplies,Storage,355
2016-07-10,Technology,Machines,342
2016-07-12,Technology,Phones,96
2016-07-14,Furniture,Bookcases,579
2016-07-14,Furniture,Furnishings,83
2016-07-14,Office Supplies,Appliances,152
2016-07-14,Office Supplies,Art,42
2016-07-14,Office Supplies,Binders,68
2016-07-14,Office Supplies,Fasteners,44
2016-07-14,Office Supplies,Paper,220
2016-07-14,Office Supplies,Storage,11
2016-07-14,Office Supplies,Supplies,12
2016-07-14,Technology,Accessories,29
2016-07-14,Technology,Phones,911
2016-07-15,Furniture,Chairs,230
2016-07-15,Office Supplies,Paper,106
2016-07-15,Office Supplies,Supplies,44
2016-07-16,Furniture,Furnishings,10
2016-07-16,Office Supplies,Art,22
2016-07-16,Office Supplies,Binders,30
2016-07-16,Office Supplies,Envelopes,10
2016-07-16,Office Supplies,Paper,80
2016-07-16,Office Supplies,Storage,37
2016-07-16,Office Supplies,Supplies,6
2016-07-16,Technology,Accessories,76
2016-07-16,Technology,Phones,638
2016-07-17,Furniture,Furnishings,37
2016-07-17,Office Supplies,Appliances,209
2016-07-17,Office Supplies,Binders,13
2016-07-17,Office Supplies,Labels,88
2016-07-17,Office Supplies,Paper,137
2016-07-17,Office Supplies,Storage,656
2016-07-17,Technology,Accessories,428
2016-07-17,Technology,Phones,618
2016-07-18,Furniture,Chairs,1539
2016-07-18,Office Supplies,Art,11
2016-07-18,Office Supplies,Binders,2
2016-07-18,Office Supplies,Paper,18
2016-07-18,Office Supplies,Storage,1216
2016-07-18,Office Supplies,Supplies,34
2016-07-18,Technology,Accessories,16
2016-07-18,Technology,Phones,56
2016-07-19,Furniture,Bookcases,505
2016-07-19,Furniture,Furnishings,186
2016-07-19,Office Supplies,Binders,87
2016-07-19,Office Supplies,Paper,246
2016-07-19,Office Supplies,Storage,88
2016-07-19,Technology,Accessories,390
2016-07-19,Technology,Phones,36
2016-07-20,Technology,Phones,90
2016-07-21,Furniture,Chairs,364
2016-07-21,Office Supplies,Art,19
2016-07-21,Office Supplies,Binders,13
2016-07-21,Office Supplies,Envelopes,420
2016-07-21,Office Supplies,Labels,9
2016-07-21,Office Supplies,Storage,166
2016-07-22,Furniture,Furnishings,39
2016-07-22,Office Supplies,Appliances,38
2016-07-22,Office Supplies,Art,33
2016-07-22,Office Supplies,Binders,5
2016-07-22,Office Supplies,Labels,6
2016-07-22,Office Supplies,Paper,84
2016-07-22,Office Supplies,Storage,966
2016-07-22,Office Supplies,Supplies,86
2016-07-22,Technology,Accessories,110
2016-07-23,Office Supplies,Appliances,24
2016-07-23,Office Supplies,Art,215
2016-07-23,Office Supplies,Binders,16
2016-07-23,Office Supplies,Paper,5
2016-07-23,Office Supplies,Supplies,13
2016-07-23,Technology,Machines,265
2016-07-23,Technology,Phones,115
2016-07-24,Furniture,Chairs,254
2016-07-24,Office Supplies,Art,73
2016-07-25,Furniture,Chairs,646
2016-07-25,Furniture,Furnishings,420
2016-07-25,Furniture,Tables,2430
2016-07-25,Office Supplies,Appliances,244
2016-07-25,Office Supplies,Art,37
2016-07-25,Office Supplies,Binders,130
2016-07-25,Office Supplies,Envelopes,21
2016-07-25,Office Supplies,Fasteners,21
2016-07-25,Office Supplies,Labels,16
2016-07-25,Office Supplies,Paper,87
2016-07-25,Office Supplies,Storage,8
2016-07-25,Technology,Accessories,124
2016-07-25,Technology,Copiers,1440
2016-07-25,Technology,Phones,298
2016-07-28,Furniture,Bookcases,177
2016-07-28,Furniture,Furnishings,328
2016-07-28,Office Supplies,Appliances,9
2016-07-28,Office Supplies,Binders,1370
2016-07-28,Office Supplies,Fasteners,20
2016-07-28,Office Supplies,Labels,19
2016-07-28,Office Supplies,Paper,110
2016-07-29,Office Supplies,Binders,29
2016-07-29,Office Supplies,Storage,790
2016-07-30,Office Supplies,Appliances,716
2016-07-30,Office Supplies,Binders,9
2016-07-30,Office Supplies,Labels,9
2016-07-30,Office Supplies,Storage,1037
2016-07-31,Furniture,Furnishings,273
2016-07-31,Furniture,Tables,863
2016-07-31,Office Supplies,Appliances,283
2016-07-31,Technology,Phones,755
2016-08-01,Furniture,Furnishings,19
2016-08-01,Office Supplies,Appliances,46
2016-08-01,Office Supplies,Paper,20
2016-08-01,Technology,Phones,1040
2016-08-02,Furniture,Tables,136
2016-08-02,Office Supplies,Binders,13
2016-08-02,Technology,Phones,334
2016-08-03,Office Supplies,Envelopes,82
2016-08-03,Technology,Accessories,167
2016-08-04,Furniture,Furnishings,110
2016-08-04,Office Supplies,Binders,37
2016-08-04,Office Supplies,Labels,14
2016-08-04,Office Supplies,Supplies,35
2016-08-04,Technology,Phones,302
2016-08-05,Office Supplies,Art,197
2016-08-06,Office Supplies,Art,38
2016-08-06,Office Supplies,Paper,71
2016-08-06,Technology,Phones,211
2016-08-07,Technology,Accessories,180
2016-08-08,Furniture,Tables,513
2016-08-08,Office Supplies,Appliances,488
2016-08-08,Office Supplies,Binders,15
2016-08-08,Office Supplies,Fasteners,34
2016-08-08,Office Supplies,Paper,65
2016-08-09,Office Supplies,Appliances,570
2016-08-09,Office Supplies,Binders,16
2016-08-09,Office Supplies,Paper,31
2016-08-09,Technology,Phones,45
2016-08-11,Office Supplies,Binders,120
2016-08-11,Office Supplies,Paper,32
2016-08-12,Furniture,Chairs,146
2016-08-12,Furniture,Tables,771
2016-08-12,Office Supplies,Art,37
2016-08-12,Office Supplies,Paper,6
2016-08-12,Office Supplies,Storage,1591
2016-08-12,Technology,Accessories,1400
2016-08-13,Furniture,Bookcases,242
2016-08-13,Office Supplies,Appliances,76
2016-08-13,Office Supplies,Binders,42
2016-08-13,Office Supplies,Labels,104
2016-08-13,Office Supplies,Paper,10
2016-08-13,Office Supplies,Supplies,185
2016-08-13,Technology,Accessories,72
2016-08-14,Office Supplies,Paper,32
2016-08-14,Technology,Accessories,280
2016-08-14,Technology,Machines,106
2016-08-14,Technology,Phones,507
2016-08-15,Furniture,Chairs,225
2016-08-15,Furniture,Furnishings,312
2016-08-15,Office Supplies,Appliances,122
2016-08-15,Office Supplies,Binders,19
2016-08-15,Office Supplies,Labels,3
2016-08-15,Office Supplies,Paper,38
2016-08-15,Office Supplies,Storage,18
2016-08-15,Technology,Phones,944
2016-08-16,Furniture,Tables,161
2016-08-16,Office Supplies,Envelopes,11
2016-08-16,Office Supplies,Paper,32
2016-08-17,Office Supplies,Binders,16
2016-08-18,Furniture,Furnishings,15
2016-08-18,Office Supplies,Appliances,355
2016-08-18,Office Supplies,Binders,2
2016-08-18,Office Supplies,Paper,84
2016-08-18,Technology,Phones,40
2016-08-19,Office Supplies,Binders,449
2016-08-20,Technology,Phones,15
2016-08-21,Furniture,Chairs,573
2016-08-21,Furniture,Tables,3702
2016-08-21,Office Supplies,Binders,46
2016-08-21,Office Supplies,Labels,9
2016-08-21,Office Supplies,Paper,61
2016-08-21,Office Supplies,Supplies,28
2016-08-21,Technology,Accessories,255
2016-08-21,Technology,Phones,124
2016-08-22,Furniture,Furnishings,98
2016-08-22,Office Supplies,Appliances,114
2016-08-22,Office Supplies,Art,6
2016-08-22,Office Supplies,Binders,33
2016-08-22,Office Supplies,Envelopes,134
2016-08-22,Office Supplies,Paper,19
2016-08-23,Furniture,Chairs,533
2016-08-23,Furniture,Furnishings,23
2016-08-23,Office Supplies,Appliances,1084
2016-08-23,Office Supplies,Art,50
2016-08-23,Office Supplies,Envelopes,136
2016-08-23,Office Supplies,Labels,63
2016-08-23,Office Supplies,Paper,35
2016-08-23,Office Supplies,Storage,742
2016-08-23,Office Supplies,Supplies,16
2016-08-23,Technology,Accessories,668
2016-08-23,Technology,Machines,838
2016-08-26,Furniture,Chairs,2628
2016-08-26,Furniture,Furnishings,187
2016-08-26,Furniture,Tables,448
2016-08-26,Office Supplies,Art,22
2016-08-26,Office Supplies,Binders,147
2016-08-26,Office Supplies,Fasteners,10
2016-08-26,Office Supplies,Paper,204
2016-08-26,Technology,Accessories,986
2016-08-26,Technology,Phones,243
2016-08-27,Furniture,Tables,245
2016-08-27,Office Supplies,Binders,29
2016-08-27,Office Supplies,Fasteners,12
2016-08-27,Office Supplies,Labels,9
2016-08-27,Office Supplies,Paper,294
2016-08-27,Office Supplies,Storage,14
2016-08-27,Office Supplies,Supplies,107
2016-08-27,Technology,Phones,60
2016-08-28,Furniture,Bookcases,156
2016-08-28,Office Supplies,Binders,41
2016-08-28,Office Supplies,Paper,15
2016-08-28,Technology,Phones,109
2016-08-29,Furniture,Bookcases,164
2016-08-29,Furniture,Tables,242
2016-08-29,Office Supplies,Binders,5
2016-08-29,Office Supplies,Fasteners,11
2016-08-29,Office Supplies,Paper,65
2016-08-29,Office Supplies,Supplies,28
2016-08-29,Technology,Accessories,96
2016-08-29,Technology,Phones,22
2016-08-30,Furniture,Chairs,787
2016-08-30,Furniture,Furnishings,47
2016-08-30,Office Supplies,Binders,38
2016-08-30,Office Supplies,Labels,100
2016-08-30,Office Supplies,Storage,54
2016-08-30,Technology,Phones,631
2016-08-31,Office Supplies,Storage,24
2016-09-01,Furniture,Furnishings,192
2016-09-01,Office Supplies,Appliances,377
2016-09-01,Office Supplies,Art,12
2016-09-01,Office Supplies,Binders,4438
2016-09-01,Office Supplies,Envelopes,35
2016-09-01,Office Supplies,Fasteners,17
2016-09-01,Office Supplies,Paper,104
2016-09-01,Office Supplies,Supplies,11
2016-09-01,Technology,Accessories,548
2016-09-01,Technology,Phones,33
2016-09-02,Furniture,Chairs,216
2016-09-02,Furniture,Furnishings,219
2016-09-02,Furniture,Tables,1042
2016-09-02,Office Supplies,Appliances,309
2016-09-02,Office Supplies,Art,113
2016-09-02,Office Supplies,Binders,64
2016-09-02,Office Supplies,Envelopes,66
2016-09-02,Office Supplies,Fasteners,2
2016-09-02,Office Supplies,Labels,29
2016-09-02,Office Supplies,Storage,106
2016-09-02,Technology,Accessories,1173
2016-09-02,Technology,Copiers,1000
2016-09-02,Technology,Machines,1363
2016-09-02,Technology,Phones,1091
2016-09-03,Furniture,Bookcases,544
2016-09-03,Furniture,Furnishings,99
2016-09-03,Office Supplies,Binders,1250
2016-09-03,Office Supplies,Labels,58
2016-09-03,Office Supplies,Paper,79
2016-09-03,Office Supplies,Storage,54
2016-09-03,Technology,Phones,281
2016-09-04,Furniture,Furnishings,131
2016-09-04,Office Supplies,Appliances,87
2016-09-04,Office Supplies,Art,103
2016-09-04,Office Supplies,Binders,175
2016-09-04,Office Supplies,Envelopes,17
2016-09-04,Office Supplies,Paper,252
2016-09-04,Office Supplies,Storage,665
2016-09-04,Office Supplies,Supplies,23
2016-09-04,Technology,Accessories,280
2016-09-04,Technology,Copiers,2800
2016-09-05,Furniture,Chairs,1634
2016-09-05,Furniture,Furnishings,174
2016-09-05,Furniture,Tables,1653
2016-09-05,Office Supplies,Appliances,63
2016-09-05,Office Supplies,Art,116
2016-09-05,Office Supplies,Binders,126
2016-09-05,Office Supplies,Envelopes,23
2016-09-05,Office Supplies,Fasteners,48
2016-09-05,Office Supplies,Labels,47
2016-09-05,Office Supplies,Paper,434
2016-09-05,Office Supplies,Storage,359
2016-09-05,Technology,Accessories,116
2016-09-05,Technology,Phones,431
2016-09-06,Furniture,Bookcases,722
2016-09-06,Office Supplies,Appliances,78
2016-09-06,Office Supplies,Binders,3
2016-09-06,Office Supplies,Envelopes,96
2016-09-06,Office Supplies,Paper,42
2016-09-06,Office Supplies,Storage,11
2016-09-06,Technology,Accessories,32
2016-09-06,Technology,Phones,330
2016-09-08,Furniture,Bookcases,2570
2016-09-08,Furniture,Furnishings,57
2016-09-08,Furniture,Tables,747
2016-09-08,Office Supplies,Appliances,207
2016-09-08,Office Supplies,Art,85
2016-09-08,Office Supplies,Binders,100
2016-09-08,Office Supplies,Labels,15
2016-09-08,Office Supplies,Paper,130
2016-09-08,Office Supplies,Storage,429
2016-09-08,Technology,Accessories,93
2016-09-08,Technology,Phones,60
2016-09-09,Furniture,Furnishings,15
2016-09-09,Office Supplies,Binders,70
2016-09-10,Furniture,Tables,301
2016-09-10,Office Supplies,Art,68
2016-09-10,Office Supplies,Binders,331
2016-09-10,Office Supplies,Labels,7
2016-09-10,Office Supplies,Paper,89
2016-09-10,Office Supplies,Storage,59
2016-09-10,Technology,Phones,1240
2016-09-11,Office Supplies,Art,3
2016-09-11,Office Supplies,Binders,64
2016-09-11,Office Supplies,Envelopes,111
2016-09-11,Office Supplies,Labels,6
2016-09-11,Office Supplies,Paper,47
2016-09-11,Office Supplies,Storage,371
2016-09-11,Technology,Accessories,3347
2016-09-11,Technology,Copiers,1600
2016-09-11,Technology,Phones,954
2016-09-12,Furniture,Chairs,1609
2016-09-12,Furniture,Furnishings,70
2016-09-12,Office Supplies,Binders,21
2016-09-12,Office Supplies,Fasteners,21
2016-09-12,Office Supplies,Labels,17
2016-09-12,Office Supplies,Paper,69
2016-09-12,Office Supplies,Storage,68
2016-09-12,Technology,Accessories,21
2016-09-12,Technology,Phones,147
2016-09-13,Furniture,Furnishings,1336
2016-09-13,Office Supplies,Appliances,378
2016-09-13,Office Supplies,Labels,14
2016-09-13,Office Supplies,Paper,36
2016-09-13,Office Supplies,Storage,414
2016-09-13,Office Supplies,Supplies,17
2016-09-13,Technology,Phones,180
2016-09-14,Office Supplies,Binders,674
2016-09-14,Office Supplies,Paper,26
2016-09-14,Technology,Phones,438
2016-09-15,Furniture,Tables,1128
2016-09-15,Office Supplies,Art,35
2016-09-15,Office Supplies,Binders,911
2016-09-15,Office Supplies,Paper,26
2016-09-16,Furniture,Bookcases,274
2016-09-16,Furniture,Chairs,122
2016-09-16,Office Supplies,Appliances,17
2016-09-16,Office Supplies,Paper,13
2016-09-17,Furniture,Chairs,114
2016-09-17,Furniture,Furnishings,316
2016-09-17,Office Supplies,Art,53
2016-09-17,Office Supplies,Binders,232
2016-09-17,Office Supplies,Labels,12
2016-09-17,Office Supplies,Paper,6
2016-09-17,Office Supplies,Storage,295
2016-09-17,Technology,Machines,396
2016-09-17,Technology,Phones,618
2016-09-18,Furniture,Chairs,2770
2016-09-18,Furniture,Furnishings,66
2016-09-18,Furniture,Tables,383
2016-09-18,Office Supplies,Art,3
2016-09-18,Office Supplies,Binders,5
2016-09-18,Office Supplies,Labels,3
2016-09-18,Office Supplies,Paper,382
2016-09-18,Office Supplies,Storage,900
2016-09-18,Technology,Phones,240
2016-09-19,Furniture,Chairs,1573
2016-09-19,Furniture,Furnishings,26
2016-09-19,Office Supplies,Binders,98
2016-09-19,Office Supplies,Paper,177
2016-09-19,Office Supplies,Storage,1676
2016-09-19,Office Supplies,Supplies,39
2016-09-19,Technology,Accessories,250
2016-09-20,Furniture,Bookcases,164
2016-09-20,Furniture,Chairs,98
2016-09-20,Furniture,Furnishings,17
2016-09-20,Office Supplies,Appliances,393
2016-09-20,Office Supplies,Art,12
2016-09-20,Office Supplies,Binders,405
2016-09-20,Office Supplies,Paper,144
2016-09-22,Furniture,Furnishings,100
2016-09-22,Office Supplies,Art,49
2016-09-22,Office Supplies,Binders,8
2016-09-22,Office Supplies,Envelopes,64
2016-09-22,Office Supplies,Labels,34
2016-09-22,Office Supplies,Paper,72
2016-09-22,Office Supplies,Storage,128
2016-09-22,Technology,Phones,162
2016-09-23,Furniture,Chairs,554
2016-09-23,Furniture,Furnishings,561
2016-09-23,Office Supplies,Art,5
2016-09-23,Office Supplies,Binders,36
2016-09-23,Office Supplies,Envelopes,4
2016-09-23,Office Supplies,Labels,19
2016-09-23,Office Supplies,Paper,12
2016-09-23,Office Supplies,Storage,118
2016-09-23,Office Supplies,Supplies,14
2016-09-24,Furniture,Chairs,718
2016-09-24,Furniture,Furnishings,212
2016-09-24,Office Supplies,Binders,448
2016-09-24,Office Supplies,Envelopes,305
2016-09-24,Office Supplies,Paper,48
2016-09-24,Office Supplies,Storage,553
2016-09-25,Furniture,Bookcases,478
2016-09-25,Furniture,Chairs,685
2016-09-25,Furniture,Furnishings,69
2016-09-25,Furniture,Tables,393
2016-09-25,Office Supplies,Appliances,286
2016-09-25,Office Supplies,Art,26
2016-09-25,Office Supplies,Binders,5
2016-09-25,Office Supplies,Labels,51
2016-09-25,Office Supplies,Paper,71
2016-09-25,Office Supplies,Storage,356
2016-09-25,Technology,Accessories,500
2016-09-25,Technology,Copiers,480
2016-09-25,Technology,Phones,45
2016-09-26,Furniture,Bookcases,425
2016-09-26,Furniture,Chairs,1203
2016-09-26,Office Supplies,Appliances,330
2016-09-26,Office Supplies,Art,35
2016-09-26,Office Supplies,Binders,23
2016-09-26,Office Supplies,Envelopes,9
2016-09-26,Office Supplies,Labels,8
2016-09-26,Office Supplies,Paper,83
2016-09-26,Office Supplies,Storage,51
2016-09-26,Technology,Accessories,532
2016-09-27,Furniture,Bookcases,957
2016-09-27,Office Supplies,Art,14
2016-09-27,Office Supplies,Binders,3
2016-09-27,Office Supplies,Paper,18
2016-09-27,Technology,Phones,1002
2016-09-28,Office Supplies,Paper,99
2016-09-29,Office Supplies,Art,77
2016-09-29,Office Supplies,Binders,90
2016-09-29,Office Supplies,Labels,16
2016-09-29,Office Supplies,Paper,19
2016-09-29,Technology,Accessories,246
2016-09-29,Technology,Phones,859
2016-09-30,Furniture,Bookcases,524
2016-09-30,Office Supplies,Binders,2
2016-10-01,Furniture,Chairs,195
2016-10-01,Furniture,Furnishings,42
2016-10-01,Furniture,Tables,331
2016-10-01,Office Supplies,Art,31
2016-10-01,Office Supplies,Binders,5
2016-10-01,Office Supplies,Paper,28
2016-10-01,Technology,Accessories,80
2016-10-01,Technology,Phones,70
